Age,Gender,Academic_Level,Primary_Platform,Daily_Usage_Hours,Weekend_Extra_Hours,Device_Type,Sleep_Duration_Hours,Sleep_Quality_Score,Late_Night_Usage,Social_Comparison_Frequency,Perceived_Stress_Score,Mental_Health_Index,Academic_Performance_GPA,Overall_Impact,Daily_Usage_Hours_BoxCox,Sleep_Duration_Hours_BoxCox,Sleep_Quality_Score_BoxCox,Mental_Health_Index_BoxCox,Academic_Performance_GPA_BoxCox,Perceived_Stress_Score_Log1p,Weekend_Extra_Hours_Log1p
16,1,0,0,3.2,1.8,0,8.8,5,0,2,2.0,95,3.85,2,1.2004777883442346,19.61678552928072,2.858956583624191,83687.91518516612,18.291570207219255,1.0986122886681098,1.0296194171811581
18,0,2,6,6.8,2.1,1,6.6,2,1,2,26.0,66,3.03,1,2.019709544031315,12.15375076672696,0.8778301681657564,31213.358948090136,8.789649747573227,3.295836866004329,1.1314021114911006
20,1,2,4,3.1,2.7,2,7.1,3,0,1,9.0,89,3.76,2,1.1666987907776478,13.736367236790857,1.6102145113046793,70135.94297111471,17.024043975850308,2.302585092994046,1.308332819650179
18,2,2,2,14.0,1.8,1,4.7,1,1,3,35.0,50,2.0,0,2.8364774847199032,6.800697609529523,0.0,14717.856782686873,2.3112906012181313,3.58351893845611,1.0296194171811581
18,0,2,1,2.6,2.4,1,7.3,3,1,3,6.0,89,3.75,2,0.9806061985963926,14.388618785157242,1.6102145113046793,70135.94297111471,16.88685331132323,1.9459101490553132,1.2237754316221157
19,1,2,0,5.2,2.4,1,5.6,1,1,2,8.0,89,3.37,2,1.7243171824127188,9.201489326998276,0.0,70135.94297111471,12.19151453362671,2.1972245773362196,1.2237754316221157
20,1,2,4,3.0,3.5,1,6.4,3,1,3,8.0,92,3.44,2,1.1318728617817535,11.540249794535706,1.6102145113046793,76723.29848149381,12.982796395310663,2.1972245773362196,1.5040773967762742
18,0,2,4,10.8,1.5,2,5.8,2,0,0,25.0,50,2.32,0,2.539283315287256,9.76858741311186,0.8778301681657564,14717.856782686873,3.7832735126369976,3.258096538021482,0.9162907318741551
17,0,0,0,8.8,2.0,1,4.3,1,1,1,19.0,68,2.7,1,2.307675347857402,5.81627216727231,0.0,33841.334443280015,6.136480825750305,2.995732273553991,1.0986122886681098
20,1,2,0,5.8,2.5,1,4.8,1,0,4,9.0,74,3.45,2,1.8440428632175376,7.054921429048166,0.0,42548.719285856496,13.098476283389891,2.302585092994046,1.252762968495368
21,0,2,0,5.5,1.5,1,6.5,2,1,3,20.0,77,3.11,2,1.7857252215541248,11.845587262709715,0.8778301681657564,47382.81123366814,9.52637544624165,3.044522437723423,0.9162907318741551
19,0,2,0,3.0,1.4,0,9.6,4,0,3,4.0,98,4.0,2,1.1318728617817535,22.638081291579695,2.261698926363226,91038.45997193112,20.53818254914221,1.6094379124341003,0.8754687373538999
19,0,2,5,3.5,0.6,1,8.7,4,1,2,19.0,80,3.65,2,1.2961337421106984,19.250269148910856,2.261698926363226,52549.50742605369,15.554356557932616,2.995732273553991,0.4700036292457356
17,1,0,4,6.6,1.4,1,7.3,4,1,2,10.0,85,3.22,2,1.9866255656836118,14.388618785157242,2.261698926363226,61924.51734422166,10.602403875992923,2.3978952727983707,0.8754687373538999
19,1,2,3,6.4,2.7,0,5.4,1,1,2,16.0,67,3.46,2,1.9525792661508234,8.646392457066119,0.0,32510.60102499727,13.21482174546893,2.833213344056216,1.308332819650179
21,1,2,6,6.2,1.6,0,6.9,3,1,2,13.0,76,3.99,2,1.9175112322134875,13.095026718981076,1.6102145113046793,45734.94462371378,20.38309347972413,2.6390573296152584,0.9555114450274363
21,2,2,5,3.1,1.6,1,7.7,3,0,3,4.0,98,3.67,2,1.1666987907776478,15.725375748712496,1.6102145113046793,91038.45997193112,15.81516883547986,1.6094379124341003,0.9555114450274363
23,1,1,1,4.7,1.0,1,7.4,3,1,3,14.0,84,3.82,2,1.6141037337096489,14.718798218821261,1.6102145113046793,59971.57105866405,17.862459817003035,2.70805020110221,0.6931471805599453
20,1,2,6,3.2,3.0,1,6.4,2,0,1,11.0,74,3.46,2,1.2004777883442346,11.540249794535706,0.8778301681657564,42548.719285856496,13.21482174546893,2.4849066497880004,1.3862943611198906
17,0,0,2,12.3,1.6,2,4.8,1,1,3,28.0,56,2.88,1,2.6877002515080095,7.054921429048166,0.0,20004.147513716616,7.508632076674728,3.367295829986474,0.9555114450274363
19,2,2,3,4.4,1.9,1,8.3,3,0,3,11.0,97,3.58,2,1.5425211917840917,17.809462547767687,1.6102145113046793,88544.86579764642,14.663569620587477,2.4849066497880004,1.0647107369924282
18,0,2,0,5.7,0.0,0,6.0,3,1,4,19.0,72,3.42,2,1.8249272994757757,10.347518899102251,1.6102145113046793,39506.21991155572,12.753425783763895,2.995732273553991,0.0
19,1,2,3,3.2,0.3,1,7.4,4,0,2,11.0,78,3.74,2,1.2004777883442346,14.718798218821261,2.261698926363226,49067.63473037756,16.750384849080206,2.4849066497880004,0.262364264467491
17,1,0,4,2.0,2.1,1,7.7,3,0,3,10.0,93,4.0,2,0.7062901854968463,15.725375748712496,1.6102145113046793,79002.48980321265,20.53818254914221,2.3978952727983707,1.1314021114911006
18,0,2,6,6.3,2.4,1,3.7,1,1,2,20.0,65,3.52,2,1.9351768949585346,4.4403960165533265,0.0,29949.25362327995,13.926977359533225,3.044522437723423,1.2237754316221157
20,0,2,6,6.9,2.5,1,7.2,1,1,2,18.0,79,3.22,2,2.0359078246346916,14.061136801601103,0.0,50789.75419132553,10.602403875992923,2.9444389791664403,1.252762968495368
22,0,1,5,4.3,1.5,1,7.1,3,1,2,11.0,86,3.45,2,1.5176311317383155,13.736367236790857,1.6102145113046793,63917.09875329975,13.098476283389891,2.4849066497880004,0.9162907318741551
16,0,0,0,6.6,2.2,1,6.8,2,0,3,13.0,85,3.48,2,1.9866255656836118,12.778487214922173,0.8778301681657564,61924.51734422166,13.449516948333956,2.6390573296152584,1.1631508098056809
22,1,2,0,5.3,2.0,1,5.8,2,1,3,13.0,76,3.38,2,1.7451507197105387,9.76858741311186,0.8778301681657564,45734.94462371378,12.302588311016644,2.6390573296152584,1.0986122886681098
20,0,2,0,5.9,2.8,1,7.1,3,1,1,13.0,83,3.31,2,1.8628491617376208,13.736367236790857,1.6102145113046793,58057.92927986961,11.53866528811148,2.6390573296152584,1.33500106673234
18,1,0,4,11.6,0.9,1,5.1,1,1,3,20.0,68,2.85,1,2.620703352487409,7.836637933925062,0.0,33841.334443280015,7.267690936157112,3.044522437723423,0.6418538861723948
18,0,0,4,6.6,0.2,1,6.2,1,1,3,13.0,80,3.82,2,1.9866255656836118,10.938123890491681,0.0,52549.50742605369,17.862459817003035,2.6390573296152584,0.18232155679395465
18,0,2,6,7.0,1.6,1,7.2,3,1,4,19.0,83,3.21,2,2.0518855355680303,14.061136801601103,1.6102145113046793,58057.92927986961,10.501510504182985,2.995732273553991,0.9555114450274363
17,1,0,4,2.8,2.3,1,8.5,4,0,1,11.0,97,3.99,2,1.0587970088869507,18.524790399056656,2.261698926363226,88544.86579764642,20.38309347972413,2.4849066497880004,1.1939224684724346
21,2,2,0,4.2,2.7,1,6.6,3,1,2,17.0,76,3.44,2,1.492187365993103,12.15375076672696,1.6102145113046793,45734.94462371378,12.982796395310663,2.8903717578961645,1.308332819650179
20,0,2,0,4.5,2.1,1,7.9,2,0,2,11.0,91,3.62,2,1.5668817774441797,16.409652657927705,0.8778301681657564,74486.02575307926,15.168408451034988,2.4849066497880004,1.1314021114911006
20,1,2,3,4.1,1.6,1,6.9,3,1,4,14.0,90,3.79,2,1.466163943905982,13.095026718981076,1.6102145113046793,72290.34860143652,17.43996804213093,2.70805020110221,0.9555114450274363
21,0,2,0,4.4,1.2,1,6.1,2,0,1,10.0,87,3.44,2,1.5425211917840917,10.641371908015127,0.8778301681657564,65949.64476800284,12.982796395310663,2.3978952727983707,0.7884573603642702
19,1,2,2,4.6,2.4,0,6.9,3,0,2,16.0,81,3.5,2,1.5907355499331142,13.095026718981076,1.6102145113046793,54347.230996866165,13.686897116192466,2.833213344056216,1.2237754316221157
18,1,0,6,3.2,1.2,1,6.9,2,1,2,12.0,88,3.88,2,1.2004777883442346,13.095026718981076,0.8778301681657564,68022.48375280312,18.72735011125622,2.5649493574615367,0.7884573603642702
17,0,0,0,4.2,1.2,1,7.1,3,0,0,19.0,74,3.42,2,1.492187365993103,13.736367236790857,1.6102145113046793,42548.719285856496,12.753425783763895,2.995732273553991,0.7884573603642702
22,1,1,0,6.1,2.1,1,7.5,2,0,3,10.0,78,3.31,2,1.8995739499976299,15.05166041856306,0.8778301681657564,49067.63473037756,11.53866528811148,2.3978952727983707,1.1314021114911006
18,0,2,0,5.5,2.3,1,8.1,3,1,3,12.0,89,4.0,2,1.7857252215541248,17.104383037428352,1.6102145113046793,70135.94297111471,20.53818254914221,2.5649493574615367,1.1939224684724346
18,0,2,4,4.5,0.7,1,5.1,1,1,3,21.0,69,3.4,1,1.5668817774441797,7.836637933925062,0.0,35205.91224901557,12.526694794914107,3.091042453358316,0.5306282510621704
18,0,2,5,5.7,2.6,2,7.0,3,1,2,15.0,84,3.58,2,1.8249272994757757,13.414325353558693,1.6102145113046793,59971.57105866405,14.663569620587477,2.772588722239781,1.2809338454620642
22,0,1,4,1.2,1.1,1,8.9,3,1,2,5.0,96,3.75,2,0.1832225230267353,19.985804516313625,1.6102145113046793,86094.79021322812,16.88685331132323,1.791759469228055,0.7419373447293773
17,0,0,0,5.8,1.1,1,5.2,1,1,3,21.0,70,3.08,1,1.8440428632175376,8.103473238889842,0.0,36604.68597434723,9.245645848802152,3.091042453358316,0.7419373447293773
17,0,0,0,1.7,1.3,1,7.3,4,0,3,7.0,78,4.0,2,0.5383079872264196,14.388618785157242,2.261698926363226,49067.63473037756,20.53818254914221,2.0794415416798357,0.832909122935104
18,0,2,0,9.0,3.0,1,5.4,1,1,4,25.0,57,2.72,1,2.332965554974335,8.646392457066119,0.0,20986.249109062494,6.280363055682415,3.258096538021482,1.3862943611198906
21,0,2,2,6.1,1.7,1,6.3,2,1,1,12.0,72,2.84,2,1.8995739499976299,11.237755995802775,0.8778301681657564,39506.21991155572,7.188483753456278,2.5649493574615367,0.9932517730102833
21,1,2,0,4.1,1.8,1,7.2,2,1,0,13.0,98,3.9,2,1.466163943905982,14.061136801601103,0.8778301681657564,91038.45997193112,19.021600464068523,2.6390573296152584,1.0296194171811581
